date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
19820908,Iceland,German DR,0,1,Friendly,Reykjavik,Iceland,FALSE
19820908,Romania,Sweden,2,0,UEFA Euro qualification,Bucharest,Romania,FALSE
19820912,Malawi,Zimbabwe,2,0,African Cup of Nations qualification,Lilongwe,Malawi,FALSE
19820912,Tanzania,Uganda,1,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
19820919,Somalia,Rwanda,0,1,African Cup of Nations qualification,Mogadishu,Somalia,FALSE
19820922,Austria,Albania,5,0,UEFA Euro qualification,Vienna,Austria,FALSE
19820922,Bulgaria,German DR,2,2,Friendly,Burgas,Bulgaria,FALSE
19820922,Denmark,England,2,2,UEFA Euro qualification,Copenhagen,Denmark,FALSE
19820922,Finland,Portugal,0,2,UEFA Euro qualification,Helsinki,Finland,FALSE
19820922,Germany,Belgium,0,0,Friendly,Munich,Germany,FALSE
19820922,Hungary,Turkey,5,0,Friendly,Győr,Hungary,FALSE
19820922,Netherlands,Ireland,2,1,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
19820922,Wales,Norway,1,0,UEFA Euro qualification,Swansea,Wales,FALSE
19820926,Uganda,Tanzania,3,2,African Cup of Nations qualification,Kampala,Uganda,FALSE
19821001,Egypt,Zambia,3,5,Friendly,Cairo,Egypt,FALSE
19821003,Burkina Faso,Niger,1,1,Friendly,Bobo Dioulasso,Upper Volta,FALSE
19821003,Egypt,Zambia,0,0,Friendly,Cairo,Egypt,FALSE
19821003,Saudi Arabia,Morocco,2,1,Friendly,Riyadh,Saudi Arabia,FALSE
19821003,Zimbabwe,Malawi,0,2,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
19821005,Singapore,Malaysia,0,1,Merlion Cup,Kallang,Singapore,FALSE
19821006,Belgium,Switzerland,3,0,UEFA Euro qualification,Brussels,Belgium,FALSE
19821006,Czechoslovakia,Sweden,2,2,UEFA Euro qualification,Bratislava,Czechoslovakia,FALSE
19821006,France,Hungary,1,0,Friendly,Paris,France,FALSE
19821007,Singapore,Brunei,7,0,Merlion Cup,Kallang,Singapore,FALSE
19821009,Luxembourg,Greece,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
19821010,Brunei,Malaysia,0,4,Merlion Cup,Kallang,Singapore,TRUE
19821010,Portugal,Poland,2,1,UEFA Euro qualification,Lisbon,Portugal,FALSE
19821011,Australia,Indonesia,2,0,Merlion Cup,Kallang,Singapore,TRUE
19821012,Saudi Arabia,Cameroon,0,0,Friendly,Riyadh,Saudi Arabia,FALSE
19821013,Austria,Northern Ireland,2,0,UEFA Euro qualification,Vienna,Austria,FALSE
19821013,England,Germany,1,2,Friendly,London,England,FALSE
19821013,Ireland,Iceland,2,0,UEFA Euro qualification,Dublin,Ireland,FALSE
19821013,Norway,Yugoslavia,3,1,UEFA Euro qualification,Oslo,Norway,FALSE
19821013,Russia,Finland,2,0,UEFA Euro qualification,Moscow,Soviet Union,FALSE
19821013,Scotland,German DR,2,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
19821014,Australia,Malaysia,5,0,Merlion Cup,Kallang,Singapore,TRUE
19821014,Bulgaria,Malta,7,0,Friendly,Sofia,Bulgaria,FALSE
19821017,Indonesia,Malaysia,0,0,Merlion Cup,Kallang,Singapore,TRUE
19821027,Bulgaria,Norway,2,2,UEFA Euro qualification,Sofia,Bulgaria,FALSE
19821027,Cyprus,Greece,1,1,Friendly,Nicosia,Cyprus,FALSE
19821027,Denmark,Czechoslovakia,1,3,Friendly,Copenhagen,Denmark,FALSE
19821027,Italy,Switzerland,0,1,Friendly,Rome,Italy,FALSE
19821027,Senegal,Togo,1,2,Friendly,Dakar,Senegal,FALSE
19821027,Spain,Iceland,1,0,UEFA Euro qualification,Malaga,Spain,FALSE
19821027,Turkey,Albania,1,0,UEFA Euro qualification,Izmir,Turkey,FALSE
19821107,Liberia,Sierra Leone,1,0,Friendly,Monrovia,Liberia,FALSE
19821107,Togo,Benin,2,2,Friendly,Lome,Togo,FALSE
19821110,Luxembourg,Denmark,1,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
19821110,Netherlands,France,1,2,Friendly,Rotterdam,Netherlands,FALSE
19821110,Singapore,Malaysia,3,1,Friendly,Kallang,Singapore,FALSE
19821111,Angola,Ghana,1,2,Friendly,Luanda,Angola,FALSE
19821113,Cyprus,Sweden,0,1,UEFA Euro qualification,Nicosia,Cyprus,FALSE
19821113,Italy,Czechoslovakia,2,2,UEFA Euro qualification,Milan,Italy,FALSE
19821113,Kuwait,Norway,1,0,Friendly,Kuwait City,Kuwait,FALSE
19821113,Uganda,Malawi,2,1,CECAFA Cup,Kampala,Uganda,FALSE
19821114,Kenya,Sudan,2,0,CECAFA Cup,Jinja,Uganda,TRUE
19821114,Mali,Gambia,3,1,African Cup of Nations qualification,Bamako,Mali,FALSE
19821114,Niger,Senegal,0,0,African Cup of Nations qualification,Niamey,Niger,FALSE
19821114,Tanzania,Zimbabwe,0,3,CECAFA Cup,Kampala,Uganda,TRUE
19821114,Togo,Sierra Leone,3,0,African Cup of Nations qualification,Lome,Togo,FALSE
19821116,Malawi,Zimbabwe,1,1,CECAFA Cup,Kampala,Uganda,TRUE
19821117,Austria,Turkey,4,0,UEFA Euro qualification,Vienna,Austria,FALSE
19821117,Bulgaria,Yugoslavia,0,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
19821117,German DR,Romania,4,1,Friendly,Karl-Marx-Stadt,German DR,FALSE
19821117,Greece,England,0,3,UEFA Euro qualification,Salonica,Greece,FALSE
19821117,Ireland,Spain,3,3,UEFA Euro qualification,Dublin,Ireland,FALSE
19821117,Northern Ireland,Germany,1,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
19821117,Switzerland,Scotland,2,0,UEFA Euro qualification,Berne,Switzerland,FALSE
19821117,Uganda,Tanzania,1,0,CECAFA Cup,Kampala,Uganda,FALSE
19821118,Sudan,Zanzibar,0,1,CECAFA Cup,Kampala,Uganda,TRUE
19821119,Malawi,Tanzania,2,0,CECAFA Cup,Kampala,Uganda,TRUE
19821120,Uganda,Zimbabwe,1,1,CECAFA Cup,Kampala,Uganda,FALSE
19821121,Kenya,Zanzibar,2,2,CECAFA Cup,Jinja,Uganda,TRUE
19821124,Kenya,Zimbabwe,2,1,CECAFA Cup,Jinja,Uganda,TRUE
19821124,Uganda,Zanzibar,3,0,CECAFA Cup,Kampala,Uganda,FALSE
19821126,Zanzibar,Zimbabwe,0,3,CECAFA Cup,Kampala,Uganda,TRUE
19821127,Uganda,Kenya,1,1,CECAFA Cup,Kampala,Uganda,FALSE
19821128,Gambia,Mali,1,0,African Cup of Nations qualification,Banjul,Gambia,FALSE
19821128,Senegal,Niger,1,0,African Cup of Nations qualification,Dakar,Senegal,FALSE
19821128,Sierra Leone,Togo,0,1,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
19821201,Greece,Switzerland,1,3,Friendly,Athens,Greece,FALSE
19821204,Italy,Romania,0,0,UEFA Euro qualification,Florence,Italy,FALSE
19821208,Tunisia,Angola,3,1,Friendly,Tunis,Tunisia,FALSE
19821215,Albania,Northern Ireland,0,0,UEFA Euro qualification,Tirana,Albania,FALSE
19821215,Belgium,Scotland,3,2,UEFA Euro qualification,Brussels,Belgium,FALSE
19821215,England,Luxembourg,9,0,UEFA Euro qualification,London,England,FALSE
19821215,Yugoslavia,Wales,4,4,UEFA Euro qualification,Titograd,Yugoslavia,FALSE
19821219,Malta,Netherlands,0,6,UEFA Euro qualification,Aachen,Germany,TRUE
19821219,Tunisia,Algeria,0,1,Friendly,Tunis,Tunisia,FALSE
19821222,Greece,Cyprus,1,0,Friendly,Ioannina,Greece,FALSE
19821226,Bermuda,Trinidad and Tobago,2,2,Friendly,Hamilton,Bermuda,FALSE
19821226,Malta,Bulgaria,0,0,Friendly,Attard,Malta,FALSE
19821228,Malta,Bulgaria,1,7,Friendly,Attard,Malta,FALSE
19821230,Bermuda,Trinidad and Tobago,2,2,Friendly,Hamilton,Bermuda,FALSE
19830109,Ivory Coast,Mali,0,1,Friendly,Abidjan,Ivory Coast,FALSE
19830117,Benin,Mauritania,1,1,Friendly,Porto-Novo,Benin,FALSE
19830121,Egypt,Hungary,1,0,Friendly,Cairo,Egypt,FALSE
19830123,Egypt,Hungary,0,2,Friendly,Cairo,Egypt,FALSE
19830123,Niger,Senegal,2,0,Friendly,Niamey,Niger,FALSE
19830129,Turkey,Romania,1,1,Friendly,Istanbul,Turkey,FALSE
19830201,Malta,Tunisia,1,2,Friendly,Marsa,Malta,FALSE
19830201,Senegal,Guinea,1,0,Friendly,Dakar,Senegal,FALSE
19830202,Greece,Romania,1,3,Friendly,Larisa,Greece,FALSE
19830204,Mauritania,Benin,2,0,Friendly,Nouakchott,Mauritania,FALSE
19830206,Senegal,Niger,2,0,Friendly,Dakar,Senegal,FALSE
19830206,Sierra Leone,Gambia,0,1,Friendly,Freetown,Sierra Leone,FALSE
19830206,Tunisia,German DR,1,0,Friendly,Sfax,Tunisia,FALSE
19830210,Tunisia,German DR,0,2,Friendly,Tunis,Tunisia,FALSE
19830212,Cyprus,Italy,1,1,UEFA Euro qualification,Limassol,Cyprus,FALSE
19830212,Syria,Japan,2,2,Friendly,Damascus,Syria,FALSE
19830213,Guinea,Mali,1,1,Friendly,Conakry,Guinea,FALSE
19830216,Portugal,France,0,3,Friendly,Guimaraes,Portugal,FALSE
19830216,Spain,Netherlands,1,0,UEFA Euro qualification,Seville,Spain,FALSE
19830218,Nigeria,Egypt,0,0,Friendly,Lagos,Nigeria,FALSE
19830220,Gambia,Sierra Leone,0,1,Friendly,Banjul,Gambia,FALSE
19830220,Guadeloupe,Dominica,1,0,CFU Caribbean Cup qualification,Basse-Terre,Guadeloupe,FALSE
19830220,Nigeria,Egypt,1,1,Friendly,Kaduna,Nigeria,FALSE
19830220,St. Vincent and the Grenadines,Martinique,1,3,CFU Caribbean Cup qualification,Kingstown,St. Vincent and the Grenadines,FALSE
19830222,New Zealand,Australia,2,1,Friendly,Auckland,New Zealand,FALSE
19830223,Cameroon,Egypt,2,0,Friendly,Yaounde,Cameroon,FALSE
19830223,England,Wales,2,1,British Championship,London,England,FALSE
19830223,German DR,Greece,2,1,Friendly,Dresden,German DR,FALSE
19830223,Ivory Coast,Guinea,3,2,Friendly,Abidjan,Ivory Coast,FALSE
19830223,Portugal,Germany,1,0,Friendly,Lisbon,Portugal,FALSE
19830226,Cameroon,Egypt,1,1,Friendly,Douala,Cameroon,FALSE
19830227,Australia,New Zealand,0,2,Friendly,Melbourne,Australia,FALSE
19830227,Mali,Guinea,1,1,Friendly,Bamako,Mali,FALSE
19830302,Gabon,Nigeria,0,0,Friendly,Libreville,Gabon,FALSE
19830305,Barbados,Suriname,1,0,CFU Caribbean Cup qualification,Bridgetown,Barbados,FALSE
19830306,Dominica,Guadeloupe,1,2,CFU Caribbean Cup qualification,Roseau,Dominica,FALSE
19830306,Japan,Korea Republic,1,1,Friendly,Tokyo,Japan,FALSE
19830308,Barbados,Suriname,0,0,CFU Caribbean Cup qualification,Bridgetown,Barbados,FALSE
19830309,Romania,Turkey,3,1,Friendly,Targu Mureș,Romania,FALSE
19830309,Senegal,Morocco,1,0,Friendly,Dakar,Senegal,FALSE
19830310,Senegal,Morocco,0,0,Friendly,Dakar,Senegal,FALSE
19830315,Costa Rica,Mexico,0,1,Friendly,San Jose,Costa Rica,FALSE
19830316,German DR,Finland,3,1,Friendly,Magdeburg,German DR,FALSE
19830317,Gabon,Congo,2,3,Friendly,Libreville,Gabon,FALSE
19830320,Benin,Congo,0,2,Friendly,Porto-Novo,Benin,FALSE
19830320,Ethiopia,Kenya,2,2,Friendly,Addis Abeba,Ethiopia,FALSE
19830322,Ethiopia,Kenya,0,0,Friendly,Addis Abeba,Ethiopia,FALSE
19830322,Mexico,Costa Rica,1,0,Friendly,Mexico City,Mexico,FALSE
19830323,France,Russia,1,1,Friendly,Paris,France,FALSE
19830323,Poland,Bulgaria,3,1,Friendly,Łodź,Poland,FALSE
19830323,Tunisia,Morocco,1,0,Friendly,Sousse,Tunisia,FALSE
19830324,Togo,Congo,0,2,Friendly,Lome,Togo,FALSE
19830327,Cyprus,Czechoslovakia,1,1,UEFA Euro qualification,Nicosia,Cyprus,FALSE
19830327,Ethiopia,Djibouti,8,1,Friendly,Addis Abeba,Ethiopia,FALSE
19830327,Luxembourg,Hungary,2,6,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
19830329,Ethiopia,Djibouti,4,2,Friendly,Addis Abeba,Ethiopia,FALSE
19830330,Albania,Germany,1,2,UEFA Euro qualification,Tirana,Albania,FALSE
19830330,Benin,Togo,0,2,Friendly,Cotonou,Benin,FALSE
19830330,England,Greece,0,0,UEFA Euro qualification,London,England,FALSE
19830330,German DR,Belgium,1,2,UEFA Euro qualification,Leipzig,German DR,FALSE
19830330,Malta,Ireland,0,1,UEFA Euro qualification,Attard,Malta,FALSE
19830330,Northern Ireland,Turkey,2,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
19830330,Romania,Yugoslavia,0,2,Friendly,Timisoara,Romania,FALSE
19830330,Scotland,Switzerland,2,2,UEFA Euro qualification,Glasgow,Scotland,FALSE
19830401,Ethiopia,Uganda,0,1,Friendly,Addis Abeba,Ethiopia,FALSE
19830402,Guadeloupe,Antigua and Barbuda,2,3,CFU Caribbean Cup qualification,Basse-Terre,Guadeloupe,FALSE
19830403,Congo,Angola,1,0,Friendly,Brazzaville,Congo,FALSE
19830403,Ethiopia,Uganda,2,1,Friendly,Addis Abeba,Ethiopia,FALSE
19830403,Mozambique,Cameroon,3,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
19830405,Guatemala,Mexico,0,2,Friendly,Los Angeles,USA,TRUE
19830408,Algeria,Benin,6,2,African Cup of Nations qualification,Algiers,Algeria,FALSE
19830408,Haiti,USA,0,2,Friendly,Port-au-Prince,Haiti,FALSE
19830408,Libya,Senegal,2,1,African Cup of Nations qualification,Tripoli,Libya,FALSE
19830410,Congo,Egypt,2,0,African Cup of Nations qualification,Brazzaville,Congo,FALSE
19830410,Ethiopia,Mauritius,1,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
19830410,Guinea,Togo,0,1,African Cup of Nations qualification,Conakry,Guinea,FALSE
19830410,Madagascar,Uganda,1,0,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE
19830410,Morocco,Mali,4,0,African Cup of Nations qualification,Rabat,Morocco,FALSE
19830410,Sudan,Zambia,2,1,African Cup of Nations qualification,Khartoum,Sudan,FALSE
19830410,Tunisia,Rwanda,5,0,African Cup of Nations qualification,Tunis,Tunisia,FALSE
19830413,German DR,Bulgaria,3,0,Friendly,Gera,German DR,FALSE
19830413,Portugal,Hungary,0,0,Friendly,Coimbra,Portugal,FALSE
19830413,Switzerland,Russia,0,1,Friendly,Lausanne,Switzerland,FALSE
19830416,Czechoslovakia,Cyprus,6,0,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
19830416,Romania,Italy,1,0,UEFA Euro qualification,Bucharest,Romania,FALSE
19830417,Guinea-Bissau,Togo,2,0,Friendly,Bissau,Guinea-Bissau,FALSE
19830417,Hungary,Luxembourg,6,2,UEFA Euro qualification,Budapest,Hungary,FALSE
19830417,Mali,Ivory Coast,1,2,Friendly,Bamako,Mali,FALSE
19830417,Poland,Finland,1,1,UEFA Euro qualification,Warsaw,Poland,FALSE
19830417,Sierra Leone,Jordan,2,1,Friendly,Freetown,Sierra Leone,FALSE
19830422,Egypt,Congo,2,0,African Cup of Nations qualification,Cairo,Egypt,FALSE
19830423,France,Yugoslavia,4,0,Friendly,Paris,France,FALSE
19830423,Turkey,Germany,0,3,UEFA Euro qualification,Izmir,Turkey,FALSE
19830424,Angola,Nigeria,1,0,African Cup of Nations qualification,Luanda,Angola,FALSE
19830424,Barbados,Guyana,1,1,CFU Caribbean Cup qualification,Bridgetown,Barbados,FALSE
19830424,Cameroon,Mozambique,4,0,African Cup of Nations qualification,Yaounde,Cameroon,FALSE
19830424,Mali,Morocco,2,0,African Cup of Nations qualification,Bamako,Mali,FALSE
19830424,Mauritius,Ethiopia,1,0,African Cup of Nations qualification,Curepipe,Mauritius,FALSE
19830424,Rwanda,Tunisia,0,1,African Cup of Nations qualification,Kigali,Rwanda,FALSE
19830424,Senegal,Libya,1,0,African Cup of Nations qualification,Dakar,Senegal,FALSE
19830424,Togo,Guinea,2,0,African Cup of Nations qualification,Lome,Togo,FALSE
19830424,Uganda,Madagascar,1,2,African Cup of Nations qualification,Kampala,Uganda,FALSE
19830424,Zambia,Sudan,0,0,African Cup of Nations qualification,Lusaka,Zambia,FALSE
19830427,Austria,Germany,0,0,UEFA Euro qualification,Vienna,Austria,FALSE
19830427,Belgium,German DR,2,1,UEFA Euro qualification,Brussels,Belgium,FALSE
19830427,Denmark,Greece,1,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE
19830427,England,Hungary,2,0,UEFA Euro qualification,London,England,FALSE
19830427,Netherlands,Sweden,0,3,Friendly,Utrecht,Netherlands,FALSE
19830427,Northern Ireland,Albania,1,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
19830427,Russia,Portugal,5,0,UEFA Euro qualification,Moscow,Soviet Union,FALSE
19830427,Spain,Ireland,2,0,UEFA Euro qualification,Zaragoza,Spain,FALSE
19830427,Wales,Bulgaria,1,0,UEFA Euro qualification,Wrexham,Wales,FALSE
19830428,Brazil,Chile,3,2,Friendly,Rio de Janeiro,Brazil,FALSE
19830428,Ghana,Libya,1,0,Friendly,Addis Abeba,Ethiopia,TRUE
19830428,Iraq,Egypt,2,1,Friendly,Baghdad,Iraq,FALSE
19830429,Ethiopia,Nigeria,0,1,Friendly,Addis Abeba,Ethiopia,FALSE
19830501,Ethiopia,Libya,1,0,Friendly,Addis Abeba,Ethiopia,FALSE
19830501,Ghana,Nigeria,1,0,Friendly,Addis Abeba,Ethiopia,TRUE
19830501,Guinea,Guinea-Bissau,3,0,Friendly,Conakry,Guinea,FALSE
19830503,Ethiopia,Libya,0,1,Friendly,Addis Abeba,Ethiopia,FALSE
19830503,Guatemala,Honduras,0,2,Friendly,Guatemala,Guatemala,FALSE
19830506,Indonesia,Taiwan,0,2,Friendly,Jakarta,Indonesia,FALSE
19830508,Antigua and Barbuda,Guadeloupe,3,3,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE
19830508,Guyana,Barbados,2,0,CFU Caribbean Cup qualification,Georgetown,Guyana,FALSE
19830508,Togo,Guinea-Bissau,3,0,Friendly,Lome,Togo,FALSE
19830511,Albania,Turkey,1,1,UEFA Euro qualification,Tirana,Albania,FALSE
19830512,Chile,Argentina,2,2,Friendly,Santiago,Chile,FALSE
19830514,Switzerland,German DR,0,0,UEFA Euro qualification,Berne,Switzerland,FALSE
19830515,Hungary,Greece,2,3,UEFA Euro qualification,Budapest,Hungary,FALSE
19830515,Malta,Spain,2,3,UEFA Euro qualification,Attard,Malta,FALSE
19830515,Romania,Czechoslovakia,0,1,UEFA Euro qualification,Bucharest,Romania,FALSE
19830515,Sweden,Cyprus,5,0,UEFA Euro qualification,Malmo,Sweden,FALSE
19830517,Austria,Russia,2,2,Friendly,Vienna,Austria,FALSE
19830522,Poland,Russia,1,1,UEFA Euro qualification,Chorzow,Poland,FALSE
19830523,Kenya,Madagascar,1,2,Friendly,Nairobi,Kenya,FALSE
19830524,Scotland,Northern Ireland,0,0,British Championship,Glasgow,Scotland,FALSE
19830525,Martinique,St. Kitts and Nevis,7,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,FALSE
19830528,Northern Ireland,England,0,0,British Championship,Belfast,Northern Ireland,FALSE
19830528,Wales,Scotland,0,2,British Championship,Cardiff,Wales,FALSE
19830529,Egypt,Cameroon,4,0,Friendly,Cairo,Egypt,FALSE
19830529,Guyana,Antigua and Barbuda,0,0,CFU Caribbean Cup qualification,Georgetown,Guyana,FALSE
19830529,Iceland,Spain,0,1,UEFA Euro qualification,Reykjavik,Iceland,FALSE
19830529,Sweden,Italy,2,0,UEFA Euro qualification,Gothenburg,Sweden,FALSE
19830531,Belgium,France,1,1,Friendly,Luxembourg,Luxembourg,TRUE
19830531,Northern Ireland,Wales,0,1,British Championship,Belfast,Northern Ireland,FALSE
19830601,Denmark,Hungary,3,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE
19830601,England,Scotland,2,0,British Championship,London,England,FALSE
19830601,Finland,Russia,0,1,UEFA Euro qualification,Helsinki,Finland,FALSE
19830601,Yugoslavia,Romania,1,0,Friendly,Sarajevo,Yugoslavia,FALSE
19830602,Paraguay,Uruguay,0,0,Copa Artigas,Asuncion,Paraguay,FALSE
19830604,Nigeria,Thailand,0,0,Korea Cup,Seoul,Korea Republic,TRUE
19830605,Antigua and Barbuda,Guyana,4,0,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE
19830605,Iceland,Malta,1,0,UEFA Euro qualification,Reykjavik,Iceland,FALSE
19830605,St. Kitts and Nevis,Martinique,0,5,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,FALSE
19830606,Korea Republic,Thailand,4,0,Korea Cup,Suwon,Korea Republic,FALSE
19830607,Germany,Yugoslavia,4,2,Friendly,Luxembourg,Luxembourg,TRUE
19830607,Ghana,New Zealand,0,2,Korea Cup,Seoul,Korea Republic,TRUE
19830607,Japan,Syria,1,0,Kirin Cup,Tokyo,Japan,FALSE
19830608,Albania,Austria,1,2,UEFA Euro qualification,Tirana,Albania,FALSE
19830608,Indonesia,Thailand,0,3,Korea Cup,Seoul,Korea Republic,TRUE
19830608,Korea Republic,Nigeria,1,0,Korea Cup,Seoul,Korea Republic,FALSE
19830608,Portugal,Brazil,0,4,Friendly,Coimbra,Portugal,FALSE
19830609,New Zealand,Sudan,1,1,Korea Cup,Daegu,Korea Republic,TRUE
19830609,Sweden,Romania,0,1,UEFA Euro qualification,Solna,Sweden,FALSE
19830609,Uruguay,Paraguay,3,0,Copa Artigas,Montevideo,Uruguay,FALSE
19830610,Indonesia,Nigeria,1,2,Korea Cup,Seoul,Korea Republic,TRUE
19830612,Australia,England,0,0,Friendly,Sydney,Australia,FALSE
19830612,Canada,Scotland,0,2,Friendly,Vancouver,Canada,FALSE
19830612,Korea Republic,Indonesia,3,0,Korea Cup,Jeonju,Korea Republic,FALSE
19830612,Wales,Brazil,1,1,Friendly,Cardiff,Wales,FALSE
19830613,Ghana,Sudan,3,1,Korea Cup,Seoul,Korea Republic,TRUE
19830615,Australia,England,0,1,Friendly,Brisbane,Australia,FALSE
19830615,Korea Republic,Ghana,1,0,Korea Cup,Seoul,Korea Republic,FALSE
19830616,Canada,Scotland,0,3,Friendly,Edmonton,Canada,FALSE
19830616,Malawi,Mozambique,2,0,Friendly,Lilongwe,Malawi,FALSE
19830617,Switzerland,Brazil,1,2,Friendly,Basel,Switzerland,FALSE
19830618,Malawi,Mozambique,0,0,Friendly,Blantyre,Malawi,FALSE
19830619,Australia,England,1,1,Friendly,Melbourne,Australia,FALSE
19830619,Reunion,Seychelles,2,1,Friendly,Saint-Pierre,Reunion,FALSE
19830622,Sweden,Brazil,3,3,Friendly,Gothenburg,Sweden,FALSE
19830623,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,FALSE
19830623,Reunion,Seychelles,0,0,Friendly,Saint-Pierre,Reunion,FALSE
19830626,Niger,Mauritania,1,0,Friendly,Niamey,Niger,FALSE
19830629,Greenland,Faroe Islands,0,0,Friendly,Nuuk,Greenland,FALSE
19830701,Hong Kong,Macau,1,0,Friendly,So Kon Po,Hong Kong,FALSE
19830703,Ethiopia,Togo,2,1,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
19830703,Gambia,Mali,1,1,Friendly,Banjul,Gambia,FALSE
19830703,Greenland,Faroe Islands,2,3,Friendly,Nuuk,Greenland,FALSE
19830703,Seychelles,Mauritius,1,2,Friendly,Victoria,Seychelles,FALSE
19830706,Malawi,Zimbabwe,0,0,Friendly,Blantyre,Malawi,FALSE
19830708,Malawi,Zimbabwe,1,0,Friendly,Blantyre,Malawi,FALSE
19830708,Qatar,Sudan,3,1,Friendly,Doha,Qatar,FALSE
19830710,Madagascar,Mauritius,1,1,Friendly,Saint-Pierre,Reunion,TRUE
19830710,Qatar,Sudan,2,0,Friendly,Doha,Qatar,FALSE
19830713,Reunion,Madagascar,0,3,Friendly,Saint-Pierre,Reunion,FALSE
19830714,Colombia,Chile,2,2,Friendly,Bogota,Colombia,FALSE
19830714,Mauritania,Niger,0,0,Friendly,Nouakchott,Mauritania,FALSE
19830714,Paraguay,Argentina,1,0,Copa Felix Bogado,Asuncion,Paraguay,FALSE
19830716,Reunion,Mauritius,1,1,Friendly,Saint-Pierre,Reunion,FALSE
19830718,Hong Kong,Thailand,1,1,Friendly,Beijing,China,TRUE
19830718,Uruguay,Peru,1,1,Friendly,Montevideo,Uruguay,FALSE
19830719,Bolivia,Chile,1,2,Friendly,La Paz,Bolivia,FALSE
19830720,China,Thailand,2,1,Friendly,Beijing,China,FALSE
19830720,Guinea-Bissau,Senegal,1,1,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830720,Mauritania,Cape Verde,2,0,Amilcar Cabral Cup,Nouakchott,Mauritania,FALSE
19830721,Argentina,Paraguay,0,0,Copa Felix Bogado,Buenos Aires,Argentina,FALSE
19830721,Gambia,Guinea,4,1,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830721,Peru,Chile,0,1,Copa del Pacifico,Lima,Peru,FALSE
19830722,Cape Verde,Mali,1,0,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830722,Guinea-Bissau,Guinea,2,1,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830723,Antigua and Barbuda,Martinique,0,2,CFU Caribbean Cup,Cayenne,French Guyana,TRUE
19830723,French Guyana,Trinidad and Tobago,0,1,CFU Caribbean Cup,Cayenne,French Guyana,FALSE
19830723,Gambia,Senegal,1,2,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830724,Guinea,Senegal,1,1,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830724,Mauritania,Mali,0,2,Amilcar Cabral Cup,Nouakchott,Mauritania,FALSE
19830724,Paraguay,Chile,1,0,Friendly,Asuncion,Paraguay,FALSE
19830725,French Guyana,Antigua and Barbuda,1,0,CFU Caribbean Cup,Cayenne,French Guyana,FALSE
19830725,Gambia,Guinea-Bissau,2,2,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830725,Martinique,Trinidad and Tobago,3,1,CFU Caribbean Cup,Cayenne,French Guyana,TRUE
19830726,Ecuador,Colombia,0,0,Friendly,Quito,Ecuador,FALSE
19830726,El Salvador,Guatemala,0,0,Friendly,Los Angeles,USA,TRUE
19830726,German DR,Russia,1,3,Friendly,Leipzig,German DR,FALSE
19830727,Antigua and Barbuda,Trinidad and Tobago,1,2,CFU Caribbean Cup,Cayenne,French Guyana,TRUE
19830727,French Guyana,Martinique,0,0,CFU Caribbean Cup,Cayenne,French Guyana,FALSE
19830727,Mali,Senegal,1,2,Amilcar Cabral Cup,Nouakchott,Mauritania,TRUE
19830727,Mauritania,Guinea-Bissau,1,2,Amilcar Cabral Cup,Nouakchott,Mauritania,FALSE
19830727,Panama,Cuba,0,0,Friendly,Panama City,Panama,FALSE
